GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
javaparser-core-testing,com.github.javaparser.metamodel,SuperExprMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,ObjectCreationExprMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,SwitchStmtMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,MemberValuePairMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,PrimitiveTypeMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,ArrayTypeMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,EmptyStmtMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,UnknownTypeMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,ModuleUsesDirectiveMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,NormalAnnotationExprMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,ModuleProvidesDirectiveMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,EnumDeclarationMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,PropertyMetaModel,129,164,17,15,22,34,21,21,12,14
javaparser-core-testing,com.github.javaparser.metamodel,AnnotationMemberDeclarationMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,MethodDeclarationMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,SynchronizedStmtMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,VarTypeMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,LiteralStringValueExprMetaModel,0,18,0,0,0,4,0,2,0,2
javaparser-core-testing,com.github.javaparser.metamodel,ClassOrInterfaceTypeMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,NameMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,LongLiteralExprMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.metamodel,MarkerAnnotationExprMetaModel,0,9,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithProtectedModifier,9,0,0,0,2,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithAbstractModifier,5,4,0,0,1,1,1,1,1,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithPrivateModifier,5,4,0,0,1,1,1,1,1,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithPublicModifier,5,4,0,0,1,1,1,1,1,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithFinalModifier,5,4,0,0,1,1,1,1,1,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithStrictfpModifier,9,0,0,0,2,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes.modifiers,NodeWithStaticModifier,5,4,0,0,1,1,1,1,1,1
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmToken,48,145,12,20,6,33,13,14,2,9
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmSingleReference,0,20,0,2,0,8,0,4,0,3
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmAttribute,81,63,8,8,7,16,6,8,0,4
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmList,79,122,25,17,15,30,16,14,1,8
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmSequence,9,28,2,2,2,8,2,4,0,4
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,PrintingHelper,5,20,1,5,2,6,2,3,1,1
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmOrphanCommentsEnding,0,66,0,10,0,18,0,7,0,2
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmElement,6,173,0,0,1,26,1,26,1,26
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional,8,112,2,10,2,29,2,13,0,9
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmChar,0,22,0,0,0,7,0,2,0,2
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmNone,0,4,0,0,0,2,0,2,0,2
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmString,10,22,0,0,1,7,1,2,1,2
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmMix,66,28,14,2,8,8,12,4,4,4
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmComment,7,66,1,5,1,17,1,6,0,4
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmIndent,2,10,0,0,1,4,1,3,1,3
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmConditional.Condition,6,95,2,16,1,15,2,9,0,2
javaparser-core-testing,com.github.javaparser.printer.concretesyntaxmodel,CsmUnindent,2,10,0,0,1,4,1,3,1,3
javaparser-core-testing,com.github.javaparser.ast.comments,BlockComment,36,29,4,0,12,11,9,6,7,6
javaparser-core-testing,com.github.javaparser.ast.comments,JavadocComment,41,28,4,0,14,10,10,6,8,6
javaparser-core-testing,com.github.javaparser.ast.comments,Comment,91,91,7,11,24,27,21,12,16,8
javaparser-core-testing,com.github.javaparser.ast.comments,CommentsCollection,88,111,14,0,18,23,10,18,3,18
javaparser-core-testing,com.github.javaparser.ast.comments,LineComment,32,33,4,0,10,13,7,8,5,8
javaparser-core-testing,com.github.javaparser.ast.body,EnumConstantDeclaration,170,150,27,7,39,39,25,13,9,12
javaparser-core-testing,com.github.javaparser.ast.body,MethodDeclaration,167,327,19,25,33,77,26,31,12,23
javaparser-core-testing,com.github.javaparser.ast.body,CallableDeclaration,237,387,41,41,52,99,35,36,9,21
javaparser-core-testing,com.github.javaparser.ast.body,ClassOrInterfaceDeclaration,179,254,27,21,36,56,24,26,7,19
javaparser-core-testing,com.github.javaparser.ast.body,VariableDeclarator,75,200,10,18,20,55,13,23,6,16
javaparser-core-testing,com.github.javaparser.ast.body,AnnotationMemberDeclaration,136,215,24,16,34,58,22,22,7,17
javaparser-core-testing,com.github.javaparser.ast.body,FieldDeclaration,140,451,18,30,32,71,24,31,11,20
javaparser-core-testing,com.github.javaparser.ast.body,ConstructorDeclaration,108,224,8,12,22,46,15,20,10,15
javaparser-core-testing,com.github.javaparser.ast.body,AnnotationDeclaration,45,59,3,1,13,13,10,7,8,7
javaparser-core-testing,com.github.javaparser.ast.body,ReceiverParameter,160,106,22,6,36,33,22,9,8,9
javaparser-core-testing,com.github.javaparser.ast.body,VariableDeclarator.new AstObserverAdapter() {...},0,79,2,8,0,15,2,5,0,2
javaparser-core-testing,com.github.javaparser.ast.body,TypeDeclaration,162,201,14,20,31,49,22,22,14,13
javaparser-core-testing,com.github.javaparser.ast.body,InitializerDeclaration,52,91,8,4,16,28,11,12,6,11
javaparser-core-testing,com.github.javaparser.ast.body,BodyDeclaration,246,77,8,8,58,22,54,8,49,5
javaparser-core-testing,com.github.javaparser.ast.body,CallableDeclaration.Signature,24,63,3,7,7,14,6,6,3,4
javaparser-core-testing,com.github.javaparser.ast.body,EnumDeclaration,172,150,24,4,38,35,24,13,10,13
javaparser-core-testing,com.github.javaparser.ast.body,Parameter,220,285,30,24,40,77,25,27,6,19
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedTypeParameterDeclaration,124,0,16,0,27,0,19,0,11,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedEnumDeclaration,45,0,0,0,5,0,7,0,7,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedClassDeclaration,2,0,0,0,1,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,AssociableToAST,4,0,0,0,1,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedMethodLikeDeclaration,155,0,16,0,30,0,17,0,9,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedEnumConstantDeclaration,4,0,0,0,2,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedTypeParametrizable,8,0,2,0,1,0,2,0,1,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedDeclaration,74,0,0,0,12,0,12,0,12,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedInterfaceDeclaration,29,0,2,0,7,0,3,0,2,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedParameterDeclaration,26,0,2,0,6,0,5,0,4,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedTypeParameterDeclaration.new ResolvedTypeParameterDeclaration() {...},46,0,0,0,11,0,11,0,11,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedTypeParameterDeclaration.Bound,113,0,18,0,18,0,18,0,9,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedTypeDeclaration,148,0,2,0,22,0,20,0,19,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedFieldDeclaration,4,0,0,0,2,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.resolution.declarations,ResolvedReferenceTypeDeclaration,258,0,26,0,40,0,36,0,23,0
javaparser-core-testing,com.github.javaparser.ast.validator.chunks,NoUnderscoresInIntegerLiteralsValidator,8,23,0,2,3,7,1,4,1,3
javaparser-core-testing,com.github.javaparser.ast.validator.chunks,NoBinaryIntegerLiteralsValidator,8,24,0,2,3,7,1,4,1,3
javaparser-core-testing,com.github.javaparser.ast.validator.chunks,VarValidator,10,173,3,29,4,47,3,21,0,8
javaparser-core-testing,com.github.javaparser.ast.validator.chunks,UnderscoreKeywordValidator,0,34,0,2,0,10,0,5,0,4
javaparser-core-testing,com.github.javaparser.ast.validator.chunks,ModifierValidator,0,898,0,52,0,107,0,47,0,21
javaparser-core-testing,com.github.javaparser.ast.validator.chunks,CommonValidators,0,181,0,28,0,28,0,23,0,9
javaparser-core-testing,com.github.javaparser.version,Java11PostProcessor,0,3,0,0,0,1,0,1,0,1
javaparser-core-testing,com.github.javaparser.version,Java12PostProcessor,0,3,0,0,0,1,0,1,0,1
javaparser-core-testing,com.github.javaparser.version,Java10PostProcessor,0,41,0,2,0,10,0,5,0,4
javaparser-core-testing,com.github.javaparser.version,PostProcessors,25,33,2,0,7,8,4,4,3,4
javaparser-core-testing,com.github.javaparser.javadoc.description,JavadocDescription,30,153,4,12,6,29,7,13,3,9
javaparser-core-testing,com.github.javaparser.javadoc.description,JavadocSnippet,26,30,4,4,3,9,6,3,2,3
javaparser-core-testing,com.github.javaparser.javadoc.description,JavadocInlineTag.Type,0,119,0,4,0,16,0,5,0,3
javaparser-core-testing,com.github.javaparser.javadoc.description,JavadocInlineTag,112,100,18,10,10,19,18,5,5,4
javaparser-core-testing,com.github.javaparser.ast,Node.Parsedness,0,24,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast,ImportDeclaration,67,101,8,6,18,30,11,12,6,10
javaparser-core-testing,com.github.javaparser.ast,Node.PostOrderIterator,135,0,10,0,33,0,10,0,5,0
javaparser-core-testing,com.github.javaparser.ast,Modifier.Keyword,0,189,0,0,0,21,0,4,0,4
javaparser-core-testing,com.github.javaparser.ast,Node.DirectChildrenIterator,20,0,0,0,5,0,3,0,3,0
javaparser-core-testing,com.github.javaparser.ast,Modifier,72,75,5,1,17,22,15,12,12,12
javaparser-core-testing,com.github.javaparser.ast,Node,207,749,43,81,49,182,42,99,11,65
javaparser-core-testing,com.github.javaparser.ast,CompilationUnit.Storage,29,77,0,0,7,15,3,9,3,9
javaparser-core-testing,com.github.javaparser.ast,Node.ObserverRegistrationMode,0,34,0,0,0,4,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast,Node.new DataKey() {...},0,3,0,0,0,1,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast,DataKey,16,3,4,0,2,1,4,1,2,1
javaparser-core-testing,com.github.javaparser.ast,NodeList,108,627,19,45,22,138,29,73,13,57
javaparser-core-testing,com.github.javaparser.ast,Node.TreeTraversal,0,54,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast,Node.ParentsVisitor,0,22,0,0,0,6,0,3,0,3
javaparser-core-testing,com.github.javaparser.ast,ArrayCreationLevel,144,95,22,6,33,28,20,10,8,8
javaparser-core-testing,com.github.javaparser.ast,Node.PreOrderIterator,0,48,0,4,0,10,0,5,0,3
javaparser-core-testing,com.github.javaparser.ast,Node.BreadthFirstIterator,34,0,2,0,8,0,4,0,3,0
javaparser-core-testing,com.github.javaparser.ast,PackageDeclaration,107,98,18,4,25,29,16,9,5,9
javaparser-core-testing,com.github.javaparser.ast,CompilationUnit,182,647,37,53,40,122,38,66,6,53
javaparser-core-testing,com.github.javaparser.ast.stmt,ThrowStmt,71,44,8,2,22,15,15,5,10,5
javaparser-core-testing,com.github.javaparser.ast.stmt,BreakStmt,95,46,13,3,28,16,18,7,11,6
javaparser-core-testing,com.github.javaparser.ast.stmt,CatchClause,94,80,12,4,23,25,14,8,6,8
javaparser-core-testing,com.github.javaparser.ast.stmt,WhileStmt,93,75,12,4,27,24,18,7,10,7
javaparser-core-testing,com.github.javaparser.ast.stmt,ForEachStmt,125,106,16,6,34,33,22,9,11,9
javaparser-core-testing,com.github.javaparser.ast.stmt,TryStmt,212,163,36,10,50,47,31,16,10,14
javaparser-core-testing,com.github.javaparser.ast.stmt,SwitchEntry.Type,0,44,0,0,0,2,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.stmt,ContinueStmt,95,44,13,3,29,15,19,6,12,5
javaparser-core-testing,com.github.javaparser.ast.stmt,ExpressionStmt,42,73,6,4,14,23,8,12,5,10
javaparser-core-testing,com.github.javaparser.ast.stmt,EmptyStmt,45,13,4,0,15,6,11,3,9,3
javaparser-core-testing,com.github.javaparser.ast.stmt,BlockStmt,61,89,8,8,16,26,11,12,6,9
javaparser-core-testing,com.github.javaparser.ast.stmt,UnparsableStmt,45,15,4,0,15,7,11,4,9,4
javaparser-core-testing,com.github.javaparser.ast.stmt,ReturnStmt,73,66,13,3,22,22,14,11,7,10
javaparser-core-testing,com.github.javaparser.ast.stmt,LabeledStmt,100,77,12,4,28,25,18,8,10,8
javaparser-core-testing,com.github.javaparser.ast.stmt,SwitchStmt,141,83,18,4,35,26,22,9,11,9
javaparser-core-testing,com.github.javaparser.ast.stmt,ForStmt,223,139,37,9,51,43,32,13,10,12
javaparser-core-testing,com.github.javaparser.ast.stmt,SynchronizedStmt,93,75,12,4,27,24,18,7,10,7
javaparser-core-testing,com.github.javaparser.ast.stmt,ExplicitConstructorInvocationStmt,240,115,38,8,57,35,35,13,14,11
javaparser-core-testing,com.github.javaparser.ast.stmt,SwitchEntry,156,100,25,5,33,31,21,9,6,9
javaparser-core-testing,com.github.javaparser.ast.stmt,AssertStmt,115,75,17,5,34,24,22,8,12,7
javaparser-core-testing,com.github.javaparser.ast.stmt,Statement,363,14,4,0,86,7,83,5,81,5
javaparser-core-testing,com.github.javaparser.ast.stmt,DoStmt,93,75,12,4,27,24,18,7,10,7
javaparser-core-testing,com.github.javaparser.ast.stmt,IfStmt,125,131,21,9,35,39,23,16,10,14
javaparser-core-testing,com.github.javaparser.ast.stmt,LocalClassDeclarationStmt,71,44,8,2,22,15,15,5,10,5
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedTypeVariable,124,0,16,0,28,0,23,0,15,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedIntersectionType,114,0,10,0,18,0,13,0,8,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedArrayType,118,0,18,0,25,0,19,0,10,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedWildcard,280,0,58,0,56,0,48,0,19,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedPrimitiveType,349,0,24,0,39,0,25,0,13,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedType,165,0,14,0,24,0,29,0,22,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedLambdaConstraintType,46,0,0,0,10,0,8,0,8,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedWildcard.BoundType,24,0,0,0,3,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedReferenceType,881,0,119,0,169,0,102,0,39,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedUnionType,118,0,8,0,22,0,14,0,10,0
javaparser-core-testing,com.github.javaparser.resolution.types,ResolvedVoidType,13,0,0,0,4,0,4,0,4,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalScope,0,3,0,0,0,1,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithStatements,62,50,2,0,14,10,8,7,7,7
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithImplements,25,23,0,0,6,5,4,3,4,3
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithRange,34,34,2,2,3,4,6,5,4,5
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalBlockStmt,0,10,0,0,0,3,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithTypeParameters,15,21,0,2,3,4,2,4,2,3
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithParameters,9,149,0,0,2,26,1,19,1,19
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithConstructors,24,60,0,0,2,7,4,8,4,8
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithExpression,5,0,0,0,1,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithOptionalLabel,19,0,0,0,3,0,3,0,3,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithVariables.new Object() {...},0,29,0,6,0,8,0,5,0,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithSimpleName,6,14,0,0,1,3,1,2,1,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithScope,0,4,0,0,0,1,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithMembers,79,310,0,0,10,59,8,32,8,32
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithTypeArguments,11,19,0,4,2,2,2,4,2,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithAnnotations,17,146,0,0,4,31,2,17,2,17
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithBlockStmt,0,10,0,0,0,3,0,1,0,1
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithArguments,14,14,0,0,3,3,2,2,2,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithModifiers,24,130,5,13,4,23,5,12,1,7
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithBody,10,0,0,0,3,0,1,0,1,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithExtends,25,23,0,0,6,5,4,3,4,3
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithType,4,17,0,0,1,4,1,2,1,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithIdentifier,10,0,0,0,3,0,2,0,2,0
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithThrownExceptions,0,40,0,0,0,7,0,6,0,6
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithName,0,12,0,0,0,3,0,2,0,2
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithJavadoc,5,64,1,7,1,10,2,12,1,9
javaparser-core-testing,com.github.javaparser.ast.nodeTypes,NodeWithVariables,9,164,0,18,2,34,1,17,1,8
